"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"22.07.2020","131,00","134,00","131,00","131,00","","0,77%"
"21.07.2020","130,00","128,00","130,00","130,00","","1,56%"
"20.07.2020","128,00","128,00","128,00","128,00","","0,00%"
"17.07.2020","128,00","128,00","128,00","128,00","","0,00%"
"16.07.2020","128,00","128,00","128,00","128,00","","2,40%"
"15.07.2020","125,00","128,00","125,00","125,00","","0,00%"
"14.07.2020","125,00","128,00","125,00","125,00","","0,00%"
"13.07.2020","125,00","128,00","125,00","125,00","","0,00%"
"08.07.2020","125,00","128,00","125,00","125,00","","0,00%"
"07.07.2020","125,00","131,00","125,00","125,00","","0,00%"
"06.07.2020","125,00","131,00","125,00","125,00","","0,00%"
"03.07.2020","125,00","131,00","125,00","125,00","","-1,57%"
"02.07.2020","127,00","131,00","127,00","127,00","","0,79%"
"01.07.2020","126,00","131,00","126,00","126,00","","1,61%"
"30.06.2020","124,00","131,00","124,00","124,00","","-2,36%"
"29.06.2020","127,00","131,00","127,00","127,00","","0,00%"
"26.06.2020","127,00","130,00","127,00","127,00","","0,79%"
"25.06.2020","126,00","130,00","126,00","126,00","","0,00%"
"24.06.2020","126,00","130,00","126,00","126,00","","0,80%"
"23.06.2020","125,00","129,00","125,00","125,00","","0,00%"
"22.06.2020","125,00","129,00","125,00","125,00","","-0,79%"
"19.06.2020","126,00","129,00","126,00","126,00","","0,80%"
"18.06.2020","125,00","129,00","125,00","125,00","","2,46%"
"17.06.2020","122,00","128,00","122,00","122,00","","-0,81%"
"16.06.2020","123,00","128,00","123,00","123,00","","-0,81%"
"12.06.2020","124,00","125,00","124,00","124,00","","1,64%"
"11.06.2020","122,00","125,00","122,00","122,00","","0,00%"
"10.06.2020","122,00","126,00","122,00","122,00","","0,00%"
"09.06.2020","122,00","128,00","122,00","122,00","","-0,81%"
"08.06.2020","123,00","126,00","123,00","123,00","","0,00%"
"05.06.2020","123,00","126,00","123,00","123,00","","1,65%"
"04.06.2020","121,00","125,00","121,00","121,00","","0,00%"
"03.06.2020","121,00","127,00","121,00","121,00","","-0,82%"
"02.06.2020","122,00","127,00","122,00","122,00","","-1,61%"
"01.06.2020","124,00","127,00","124,00","124,00","","0,81%"
"29.05.2020","123,00","127,00","123,00","123,00","","1,65%"
"28.05.2020","121,00","129,00","121,00","121,00","","-3,20%"
"27.05.2020","125,00","129,00","125,00","125,00","","-1,57%"
"26.05.2020","127,00","130,00","127,00","127,00","","2,42%"
"22.05.2020","124,00","129,00","124,00","124,00","","0,81%"
"21.05.2020","123,00","127,00","123,00","123,00","","0,82%"
"20.05.2020","122,00","124,00","122,00","122,00","","0,00%"
"19.05.2020","122,00","125,00","122,00","122,00","","-3,17%"
"18.05.2020","126,00","135,00","126,00","126,00","","-7,35%"
"15.05.2020","136,00","135,00","136,00","136,00","","0,00%"
"14.05.2020","136,00","135,00","136,00","136,00","","3,82%"
"13.05.2020","131,00","129,00","131,00","131,00","","4,80%"
"12.05.2020","125,00","127,00","125,00","125,00","","1,63%"
"11.05.2020","123,00","126,00","123,00","123,00","","2,50%"
"08.05.2020","120,00","124,00","120,00","120,00","","0,42%"
"07.05.2020","119,50","124,50","119,50","119,50","","0,00%"
"06.05.2020","119,50","123,50","119,50","119,50","","1,70%"
"05.05.2020","117,50","122,50","117,50","117,50","","0,00%"
"04.05.2020","117,50","122,50","117,50","117,50","","2,62%"
"30.04.2020","114,50","119,50","114,50","114,50","","0,00%"
"29.04.2020","114,50","120,50","114,50","114,50","","-2,55%"
"28.04.2020","117,50","122,50","117,50","117,50","","1,73%"
"27.04.2020","115,50","115,50","115,50","115,50","","0,87%"
"24.04.2020","114,50","115,50","114,50","114,50","","-0,87%"
"23.04.2020","115,50","122,50","115,50","115,50","","7,44%"
"22.04.2020","107,50","110,50","107,50","107,50","","2,87%"
"21.04.2020","104,50","107,50","104,50","104,50","","3,98%"
"20.04.2020","100,50","105,50","100,50","100,50","","0,00%"
"17.04.2020","100,50","107,50","100,50","100,50","","3,08%"
"16.04.2020","97,50","83,25","97,50","97,50","","16,77%"
"15.04.2020","83,50","81,25","83,50","83,50","","0,00%"
"14.04.2020","83,50","81,25","83,50","83,50","","0,00%"
"13.04.2020","83,50","81,25","83,50","83,50","","0,00%"
"08.04.2020","83,50","81,25","83,50","83,50","","0,00%"
"07.04.2020","83,50","81,25","83,50","83,50","","0,00%"
"06.04.2020","83,50","81,25","83,50","83,50","","0,00%"
"03.04.2020","83,50","81,25","83,50","83,50","","0,00%"
"02.04.2020","83,50","81,25","83,50","83,50","","0,00%"
"01.04.2020","83,50","81,25","83,50","83,50","","0,00%"
"30.03.2020","83,50","81,25","83,50","83,50","","0,00%"
"27.03.2020","83,50","81,25","83,50","83,50","","0,00%"
"26.03.2020","83,50","81,25","83,50","83,50","","0,00%"
"25.03.2020","83,50","81,25","83,50","83,50","","0,00%"
"20.03.2020","83,50","81,25","83,50","83,50","","0,00%"
"19.03.2020","83,50","81,25","83,50","83,50","","-4,84%"
"18.03.2020","87,75","81,25","87,75","87,75","","3,85%"
"17.03.2020","84,50","81,25","84,50","84,50","","1,20%"
"16.03.2020","83,50","81,25","83,50","83,50","","0,30%"
"13.03.2020","83,25","81,25","83,25","83,25","","0,91%"
"12.03.2020","82,50","81,25","82,50","82,50","","3,77%"
"11.03.2020","79,50","79,75","79,50","79,50","","0,95%"
"10.03.2020","78,75","79,75","78,75","78,75","","0,32%"
"09.03.2020","78,50","78,00","78,50","78,50","","1,95%"
"06.03.2020","77,00","78,00","77,00","77,00","","0,33%"
"05.03.2020","76,75","78,00","76,75","76,75","","-0,65%"
"04.03.2020","77,25","78,25","77,25","77,25","","0,32%"
"03.03.2020","77,00","78,25","77,00","77,00","","-0,32%"
"02.03.2020","77,25","78,25","77,25","77,25","","0,00%"
"28.02.2020","77,25","78,75","77,25","77,25","","0,00%"
"27.02.2020","77,25","78,75","77,25","77,25","","-0,64%"
"26.02.2020","77,75","78,75","77,75","77,75","","0,32%"
"21.02.2020","77,50","78,50","77,50","77,50","","-0,64%"
"20.02.2020","78,00","78,50","78,00","78,00","","0,65%"
"19.02.2020","77,50","78,75","77,50","77,50","","0,00%"
"18.02.2020","77,50","77,75","77,50","77,50","","1,31%"
"17.02.2020","76,50","77,75","76,50","76,50","","-0,33%"
"14.02.2020","76,75","78,50","76,75","76,75","","-1,92%"
"13.02.2020","78,25","78,50","78,25","78,25","","1,62%"
"12.02.2020","77,00","77,75","77,00","77,00","","0,98%"
"11.02.2020","76,25","76,75","76,25","76,25","","0,99%"
"10.02.2020","75,50","76,75","75,50","75,50","","-0,33%"
"07.02.2020","75,75","77,00","75,75","75,75","","0,00%"
"06.02.2020","75,75","77,00","75,75","75,75","","-0,82%"
"05.02.2020","76,38","77,12","76,38","76,38","","0,00%"
"04.02.2020","76,38","77,12","76,38","76,38","","-0,16%"
"03.02.2020","76,50","78,00","76,50","76,50","","0,00%"
"31.01.2020","76,50","78,00","76,50","76,50","","0,00%"
"30.01.2020","76,50","78,25","76,50","76,50","","-0,97%"
"29.01.2020","77,25","78,25","77,25","77,25","","0,17%"
"28.01.2020","77,12","77,88","77,12","77,12","","0,00%"
"27.01.2020","77,12","76,88","77,12","77,12","","-0,81%"
"24.01.2020","77,75","77,00","77,75","77,75","","1,97%"
"23.01.2020","76,25","77,00","76,25","76,25","","0,00%"
"22.01.2020","76,25","77,00","76,25","76,25","","0,33%"
"21.01.2020","76,00","77,50","76,00","76,00","","-0,98%"
"20.01.2020","76,75","77,50","76,75","76,75","","0,00%"
"17.01.2020","76,75","76,75","76,75","76,75","","0,99%"
"16.01.2020","76,00","77,75","76,00","76,00","","-0,98%"
"15.01.2020","76,75","76,50","76,75","76,75","","0,66%"
"14.01.2020","76,25","76,50","76,25","76,25","","1,33%"
"13.01.2020","75,25","75,75","75,25","75,25","","0,67%"
"10.01.2020","74,75","76,00","74,75","74,75","","-0,33%"
"09.01.2020","75,00","76,00","75,00","75,00","","0,00%"
"08.01.2020","75,00","75,75","75,00","75,00","","0,00%"
"07.01.2020","75,00","75,75","75,00","75,00","","0,33%"
"06.01.2020","74,75","77,25","74,75","74,75","","-0,99%"
"03.01.2020","75,50","76,00","75,50","75,50","","1,00%"
"02.01.2020","74,75","77,25","74,75","74,75","","-2,61%"
"30.12.2019","76,75","78,25","76,75","76,75","","0,99%"
"27.12.2019","76,00","78,25","76,00","76,00","","-1,94%"
"26.12.2019","77,50","79,25","77,50","77,50","","1,64%"
"23.12.2019","76,25","77,00","76,25","76,25","","4,81%"
"20.12.2019","72,75","77,00","72,75","72,75","","-2,02%"
"19.12.2019","74,25","77,00","74,25","74,25","","-0,67%"
"18.12.2019","74,75","74,50","74,75","74,75","","3,46%"
"17.12.2019","72,25","72,50","72,25","72,25","","0,35%"
"16.12.2019","72,00","73,00","72,00","72,00","","8,68%"
"13.12.2019","66,25","66,50","66,25","66,25","","0,38%"
"12.12.2019","66,00","68,25","66,00","66,00","","-2,94%"
"11.12.2019","68,00","69,25","68,00","68,00","","-1,45%"
"10.12.2019","69,00","71,50","69,00","69,00","","-0,36%"
"09.12.2019","69,25","71,50","69,25","69,25","","-1,77%"
"06.12.2019","70,50","70,00","70,50","70,50","","1,44%"
"05.12.2019","69,50","70,00","69,50","69,50","","1,46%"
"04.12.2019","68,50","69,00","68,50","68,50","","0,74%"
"03.12.2019","68,00","68,50","68,00","68,00","","0,37%"
"02.12.2019","67,75","68,75","67,75","67,75","","-1,45%"
"29.11.2019","68,75","69,75","68,75","68,75","","-0,72%"
"28.11.2019","69,25","69,75","69,25","69,25","","0,73%"
"27.11.2019","68,75","68,50","68,75","68,75","","1,48%"
"26.11.2019","67,75","68,50","67,75","67,75","","0,37%"
"25.11.2019","67,50","68,25","67,50","67,50","","-1,10%"
"22.11.2019","68,25","66,75","68,25","68,25","","2,63%"
"21.11.2019","66,50","66,75","66,50","66,50","","0,38%"
"20.11.2019","66,25","67,00","66,25","66,25","","0,38%"
"19.11.2019","66,00","67,00","66,00","66,00","","-0,38%"
"15.11.2019","66,25","67,25","66,25","66,25","","0,00%"
"14.11.2019","66,25","67,50","66,25","66,25","","0,00%"
"13.11.2019","66,25","65,00","66,25","66,25","","1,92%"
"12.11.2019","65,00","65,00","65,00","65,00","","1,56%"
"11.11.2019","64,00","65,25","64,00","64,00","","-1,16%"
"08.11.2019","64,75","65,00","64,75","64,75","","2,78%"
"07.11.2019","63,00","65,00","63,00","63,00","","-1,56%"
"06.11.2019","64,00","66,00","64,00","64,00","","0,00%"
"05.11.2019","64,00","66,00","64,00","64,00","","-1,54%"
"04.11.2019","65,00","67,00","65,00","65,00","","-2,26%"
"01.11.2019","66,50","68,00","66,50","66,50","","-2,21%"
"31.10.2019","68,00","68,00","68,00","68,00","","3,03%"
"30.10.2019","66,00","67,50","66,00","66,00","","0,00%"
"29.10.2019","66,00","69,00","66,00","66,00","","-9,59%"
"28.10.2019","73,00","77,00","73,00","73,00","","-2,67%"
"25.10.2019","75,00","71,00","75,00","75,00","","7,91%"
"24.10.2019","69,50","71,00","69,50","69,50","","0,00%"
"23.10.2019","69,50","69,25","69,50","69,50","","3,73%"
"22.10.2019","67,00","66,50","67,00","67,00","","1,52%"
"21.10.2019","66,00","66,50","66,00","66,00","","1,54%"
"18.10.2019","65,00","62,25","65,00","65,00","","-3,35%"
"17.10.2019","67,25","62,25","67,25","67,25","","4,67%"
"16.10.2019","64,25","62,25","64,25","64,25","","1,58%"
"15.10.2019","63,25","62,25","63,25","63,25","","0,00%"
"11.10.2019","63,25","62,25","63,25","63,25","","0,80%"
"10.10.2019","62,75","62,25","62,75","62,75","","2,03%"
"09.10.2019","61,50","61,75","61,50","61,50","","1,23%"
"08.10.2019","60,75","61,50","60,75","60,75","","-0,41%"
"07.10.2019","61,00","61,00","61,00","61,00","","0,00%"
"04.10.2019","61,00","61,00","61,00","61,00","","1,24%"
"03.10.2019","60,25","62,50","60,25","60,25","","-0,41%"
"02.10.2019","60,50","62,50","60,50","60,50","","0,00%"
"01.10.2019","60,50","62,50","60,50","60,50","","-0,82%"
"30.09.2019","61,00","62,50","61,00","61,00","","-0,41%"
"27.09.2019","61,25","62,50","61,25","61,25","","-0,41%"
"26.09.2019","61,50","62,50","61,50","61,50","","0,00%"
"25.09.2019","61,50","62,50","61,50","61,50","","0,00%"
"24.09.2019","61,50","62,50","61,50","61,50","","-0,81%"
"23.09.2019","62,00","63,00","62,00","62,00","","-0,80%"
"20.09.2019","62,50","62,75","62,50","62,50","","-0,40%"
"19.09.2019","62,75","63,00","62,75","62,75","","0,40%"
"18.09.2019","62,50","62,75","62,50","62,50","","1,21%"
"17.09.2019","61,75","62,00","61,75","61,75","","0,82%"
"16.09.2019","61,25","62,00","61,25","61,25","","0,00%"
"13.09.2019","61,25","60,00","61,25","61,25","","2,51%"
"12.09.2019","59,75","60,00","59,75","59,75","","1,70%"
"11.09.2019","58,75","58,75","58,75","58,75","","0,43%"
"10.09.2019","58,50","59,25","58,50","58,50","","-0,43%"
"09.09.2019","58,75","58,75","58,75","58,75","","0,00%"
"06.09.2019","58,75","59,25","58,75","58,75","","0,00%"
"05.09.2019","58,75","59,25","58,75","58,75","","0,00%"
"04.09.2019","58,75","59,75","58,75","58,75","","-2,89%"
"03.09.2019","60,50","62,00","60,50","60,50","","-4,35%"
"02.09.2019","63,25","64,25","63,25","63,25","","1,20%"
"30.08.2019","62,50","61,50","62,50","62,50","","3,73%"
"29.08.2019","60,25","60,50","60,25","60,25","","1,26%"
"28.08.2019","59,50","60,50","59,50","59,50","","1,71%"
"27.08.2019","58,50","58,25","58,50","58,50","","2,18%"
"26.08.2019","57,25","57,75","57,25","57,25","","0,44%"
"23.08.2019","57,00","58,00","57,00","57,00","","0,00%"
"22.08.2019","57,00","58,00","57,00","57,00","","-0,87%"
"21.08.2019","57,50","58,50","57,50","57,50","","0,00%"
"20.08.2019","57,50","58,50","57,50","57,50","","0,00%"
"16.08.2019","57,50","57,50","57,50","57,50","","0,00%"
"15.08.2019","57,50","58,50","57,50","57,50","","-1,71%"
"14.08.2019","58,50","59,00","58,50","58,50","","7,34%"
"13.08.2019","54,50","57,00","54,50","54,50","","0,00%"
"12.08.2019","54,50","61,50","54,50","54,50","","16,45%"
"09.08.2019","46,80","46,30","46,80","46,80","","1,19%"
"08.08.2019","46,25","46,30","46,25","46,25","","0,65%"
"07.08.2019","45,95","46,15","45,95","45,95","","0,55%"
"06.08.2019","45,70","46,15","45,70","45,70","","-0,87%"
"05.08.2019","46,10","45,55","46,10","46,10","","1,21%"
"02.08.2019","45,55","45,55","45,55","45,55","","1,00%"
"01.08.2019","45,10","45,55","45,10","45,10","","0,33%"
"31.07.2019","44,95","45,10","44,95","44,95","","-0,22%"
"30.07.2019","45,05","45,20","45,05","45,05","","0,00%"
"29.07.2019","45,05","45,25","45,05","45,05","","0,45%"
"26.07.2019","44,85","44,95","44,85","44,85","","0,00%"
"25.07.2019","44,85","45,05","44,85","44,85","","0,79%"
"24.07.2019","44,50","44,20","44,50","44,50","","0,79%"
"23.07.2019","44,15","44,20","44,15","44,15","","0,46%"
"22.07.2019","43,95","44,10","43,95","43,95","","0,23%"
"19.07.2019","43,85","44,00","43,85","43,85","","0,00%"
"18.07.2019","43,85","44,00","43,85","43,85","","-0,57%"
"17.07.2019","44,10","44,55","44,10","44,10","","-0,56%"
"16.07.2019","44,35","44,20","44,35","44,35","","1,60%"
"15.07.2019","43,65","43,25","43,65","43,65","","1,39%"
"12.07.2019","43,05","43,00","43,05","43,05","","0,94%"
"11.07.2019","42,65","43,00","42,65","42,65","","0,47%"
"10.07.2019","42,45","42,50","42,45","42,45","","0,12%"
"05.07.2019","42,40","42,65","42,40","42,40","","0,24%"
"04.07.2019","42,30","42,90","42,30","42,30","","-1,51%"
"03.07.2019","42,95","43,25","42,95","42,95","","-1,04%"
"02.07.2019","43,40","43,70","43,40","43,40","","0,12%"
"01.07.2019","43,35","43,50","43,35","43,35","","-0,80%"
"28.06.2019","43,70","44,30","43,70","43,70","","-0,91%"
"27.06.2019","44,10","44,30","44,10","44,10","","0,00%"
"26.06.2019","44,10","44,30","44,10","44,10","","0,23%"
"25.06.2019","44,00","44,30","44,00","44,00","","-0,56%"
"24.06.2019","44,25","44,50","44,25","44,25","","-0,34%"
"21.06.2019","44,40","45,10","44,40","44,40","","-0,45%"
"19.06.2019","44,60","45,10","44,60","44,60","","-1,00%"
"18.06.2019","45,05","44,95","45,05","45,05","","-0,11%"
"14.06.2019","45,10","44,95","45,10","45,10","","-0,22%"
"13.06.2019","45,20","44,95","45,20","45,20","","0,78%"
"12.06.2019","44,85","45,40","44,85","44,85","","-0,66%"
"11.06.2019","45,15","45,40","45,15","45,15","","0,00%"
"10.06.2019","45,15","45,20","45,15","45,15","","0,67%"
"07.06.2019","44,85","45,55","44,85","44,85","","-0,22%"
"06.06.2019","44,95","45,55","44,95","44,95","","-0,66%"
"05.06.2019","45,25","45,75","45,25","45,25","","-0,55%"
"04.06.2019","45,50","45,75","45,50","45,50","","-0,33%"
"03.06.2019","45,65","46,30","45,65","45,65","","-0,44%"
"31.05.2019","45,85","46,30","45,85","45,85","","0,11%"
"30.05.2019","45,80","46,30","45,80","45,80","","-0,65%"
"29.05.2019","46,10","46,25","46,10","46,10","","0,00%"
"28.05.2019","46,10","46,25","46,10","46,10","","0,11%"
"27.05.2019","46,05","46,25","46,05","46,05","","0,00%"
"24.05.2019","46,05","46,30","46,05","46,05","","-0,11%"
"23.05.2019","46,10","46,30","46,10","46,10","","0,22%"
"22.05.2019","46,00","46,25","46,00","46,00","","-0,33%"
"21.05.2019","46,15","46,25","46,15","46,15","","-0,22%"
"20.05.2019","46,25","46,50","46,25","46,25","","0,54%"
"17.05.2019","46,00","46,20","46,00","46,00","","0,22%"
"16.05.2019","45,90","46,15","45,90","45,90","","-0,11%"
"15.05.2019","45,95","45,75","45,95","45,95","","0,33%"
"14.05.2019","45,80","45,75","45,80","45,80","","0,00%"
"13.05.2019","45,80","46,00","45,80","45,80","","0,44%"
"10.05.2019","45,60","45,80","45,60","45,60","","0,33%"
"09.05.2019","45,45","45,80","45,45","45,45","","0,22%"
"08.05.2019","45,35","45,80","45,35","45,35","","-0,87%"
"07.05.2019","45,75","46,00","45,75","45,75","","0,11%"
"06.05.2019","45,70","45,90","45,70","45,70","","1,22%"
"03.05.2019","45,15","46,10","45,15","45,15","","-0,51%"
"02.05.2019","45,38","46,12","45,38","45,38","","0,29%"
"30.04.2019","45,25","45,25","45,25","45,25","","-0,29%"
"29.04.2019","45,38","45,12","45,38","45,38","","-0,53%"
"26.04.2019","45,62","44,62","45,62","45,62","","1,11%"
"25.04.2019","45,12","46,62","45,12","45,12","","1,85%"
"24.04.2019","44,30","44,20","44,30","44,30","","1,49%"
"23.04.2019","43,65","43,75","43,65","43,65","","-0,68%"
"22.04.2019","43,95","43,80","43,95","43,95","","1,74%"
"17.04.2019","43,20","42,10","43,20","43,20","","0,00%"
"16.04.2019","43,20","42,10","43,20","43,20","","0,82%"
"15.04.2019","42,85","42,10","42,85","42,85","","-1,15%"
"12.04.2019","43,35","42,10","43,35","43,35","","-0,57%"
"11.04.2019","43,60","42,10","43,60","43,60","","0,00%"
"10.04.2019","43,60","42,10","43,60","43,60","","-0,34%"
"09.04.2019","43,75","42,10","43,75","43,75","","0,34%"
"08.04.2019","43,60","42,10","43,60","43,60","","0,81%"
"05.04.2019","43,25","42,10","43,25","43,25","","0,12%"
"04.04.2019","43,20","42,10","43,20","43,20","","0,35%"
"03.04.2019","43,05","42,10","43,05","43,05","","-0,12%"
"01.04.2019","43,10","42,10","43,10","43,10","","-0,12%"
"29.03.2019","43,15","42,10","43,15","43,15","","0,70%"
"28.03.2019","42,85","42,10","42,85","42,85","","-0,81%"
"27.03.2019","43,20","42,10","43,20","43,20","","1,77%"
"26.03.2019","42,45","42,10","42,45","42,45","","1,56%"
"25.03.2019","41,80","42,10","41,80","41,80","","0,43%"
"22.03.2019","41,62","42,12","41,62","41,62","","0,58%"
"21.03.2019","41,38","41,88","41,38","41,38","","0,63%"
"20.03.2019","41,12","41,88","41,12","41,12","","0,00%"
"19.03.2019","41,12","41,12","41,12","41,12","","0,59%"
"18.03.2019","40,88","40,62","40,88","40,88","","0,64%"
"15.03.2019","40,62","41,38","40,62","40,62","","-0,64%"
"14.03.2019","40,88","41,38","40,88","40,88","","-1,21%"
"13.03.2019","41,38","41,38","41,38","41,38","","0,63%"
"12.03.2019","41,12","40,38","41,12","41,12","","2,49%"
"11.03.2019","40,12","40,12","40,12","40,12","","0,93%"
"08.03.2019","39,75","40,25","39,75","39,75","","-1,24%"
"07.03.2019","40,25","40,25","40,25","40,25","","2,21%"
"06.03.2019","39,38","40,12","39,38","39,38","","1,29%"
"01.03.2019","38,88","39,12","38,88","38,88","","0,00%"
"28.02.2019","38,88","39,12","38,88","38,88","","0,00%"
"27.02.2019","38,88","39,12","38,88","38,88","","-0,61%"
"26.02.2019","39,12","39,38","39,12","39,12","","0,62%"
"25.02.2019","38,88","38,88","38,88","38,88","","0,00%"
"22.02.2019","38,88","39,62","38,88","38,88","","-0,61%"
"21.02.2019","39,12","39,62","39,12","39,12","","-1,26%"
"20.02.2019","39,62","39,62","39,62","39,62","","1,90%"
"19.02.2019","38,88","38,62","38,88","38,88","","0,67%"
"18.02.2019","38,62","38,62","38,62","38,62","","0,63%"
"15.02.2019","38,38","38,12","38,38","38,38","","0,00%"
"14.02.2019","38,38","38,12","38,38","38,38","","1,32%"
"13.02.2019","37,88","37,88","37,88","37,88","","0,69%"
"12.02.2019","37,62","37,62","37,62","37,62","","0,00%"
"11.02.2019","37,62","37,88","37,62","37,62","","0,64%"
"08.02.2019","37,38","37,62","37,38","37,38","","0,70%"
"07.02.2019","37,12","37,38","37,12","37,12","","0,00%"
"06.02.2019","37,12","37,62","37,12","37,12","","-0,22%"
"05.02.2019","37,20","37,60","37,20","37,20","","-0,48%"
"04.02.2019","37,38","37,62","37,38","37,38","","-0,64%"
"01.02.2019","37,62","37,62","37,62","37,62","","0,64%"
"31.01.2019","37,38","37,88","37,38","37,38","","-1,94%"
"30.01.2019","38,12","38,38","38,12","38,12","","-0,34%"
"29.01.2019","38,25","38,50","38,25","38,25","","0,34%"
"28.01.2019","38,12","38,38","38,12","38,12","","0,00%"
"25.01.2019","38,12","38,62","38,12","38,12","","-0,68%"
"24.01.2019","38,38","38,62","38,38","38,38","","-0,95%"
"23.01.2019","38,75","38,75","38,75","38,75","","0,34%"
"22.01.2019","38,62","38,88","38,62","38,62","","0,00%"
"21.01.2019","38,62","39,12","38,62","38,62","","-0,67%"
"18.01.2019","38,88","39,12","38,88","38,88","","0,00%"
"17.01.2019","38,88","39,12","38,88","38,88","","-0,61%"
"16.01.2019","39,12","39,12","39,12","39,12","","0,00%"
"15.01.2019","39,12","39,12","39,12","39,12","","0,62%"
"14.01.2019","38,88","39,38","38,88","38,88","","-0,31%"
"11.01.2019","39,00","39,50","39,00","39,00","","-0,31%"
"10.01.2019","39,12","39,62","39,12","39,12","","-1,26%"
"09.01.2019","39,62","39,88","39,62","39,62","","1,28%"
"08.01.2019","39,12","39,62","39,12","39,12","","-0,66%"
"07.01.2019","39,38","39,88","39,38","39,38","","-0,93%"
"04.01.2019","39,75","40,25","39,75","39,75","","-0,63%"
"03.01.2019","40,00","40,00","40,00","40,00","","-0,62%"
"02.01.2019","40,25","40,25","40,25","40,25","","-0,32%"
"28.12.2018","40,38","39,62","40,38","40,38","","1,25%"
"27.12.2018","39,88","41,12","39,88","39,88","","-0,92%"
"26.12.2018","40,25","39,50","40,25","40,25","","4,55%"
"21.12.2018","38,50","38,50","38,50","38,50","","1,32%"
"20.12.2018","38,00","38,50","38,00","38,00","","-0,99%"
"19.12.2018","38,38","38,88","38,38","38,38","","-0,95%"
"18.12.2018","38,75","39,00","38,75","38,75","","1,65%"
"17.12.2018","38,12","38,38","38,12","38,12","","0,63%"
"14.12.2018","37,88","37,88","37,88","37,88","","0,69%"
"13.12.2018","37,62","37,88","37,62","37,62","","0,64%"
"12.12.2018","37,38","37,88","37,38","37,38","","0,35%"
"11.12.2018","37,25","37,00","37,25","37,25","","1,00%"
"10.12.2018","36,88","36,88","36,88","36,88","","1,04%"
"07.12.2018","36,50","36,50","36,50","36,50","","0,00%"
"06.12.2018","36,50","37,25","36,50","36,50","","-0,68%"
"05.12.2018","36,75","37,25","36,75","36,75","","1,02%"
"04.12.2018","36,38","36,12","36,38","36,38","","1,39%"
"03.12.2018","35,88","36,12","35,88","35,88","","-1,70%"
"29.11.2018","36,50","37,00","36,50","36,50","","0,00%"
"28.11.2018","36,50","36,75","36,50","36,50","","-0,68%"
"27.11.2018","36,75","38,00","36,75","36,75","","-3,29%"
"26.11.2018","38,00","37,00","38,00","38,00","","3,40%"
"23.11.2018","36,75","35,75","36,75","36,75","","3,17%"
"22.11.2018","35,62","35,62","35,62","35,62","","0,00%"
"21.11.2018","35,62","35,62","35,62","35,62","","0,68%"
"20.11.2018","35,38","35,62","35,38","35,38","","0,37%"
"16.11.2018","35,25","35,25","35,25","35,25","","0,37%"
"15.11.2018","35,12","35,62","35,12","35,12","","-1,40%"
"14.11.2018","35,62","36,88","35,62","35,62","","-1,38%"
"13.11.2018","36,12","35,88","36,12","36,12","","3,20%"
"12.11.2018","35,00","35,50","35,00","35,00","","1,45%"
"09.11.2018","34,50","35,25","34,50","34,50","","-0,35%"
"08.11.2018","34,62","35,12","34,62","34,62","","-0,75%"
"07.11.2018","34,88","34,88","34,88","34,88","","-0,68%"
"06.11.2018","35,12","35,62","35,12","35,12","","0,00%"
"05.11.2018","35,12","35,62","35,12","35,12","","-0,73%"
"02.11.2018","35,38","35,62","35,38","35,38","","0,37%"
"01.11.2018","35,25","35,75","35,25","35,25","","-0,70%"
"31.10.2018","35,50","36,75","35,50","35,50","","-1,06%"
"30.10.2018","35,88","36,38","35,88","35,88","","-1,02%"
"29.10.2018","36,25","37,25","36,25","36,25","","-1,01%"
"26.10.2018","36,62","37,12","36,62","36,62","","0,00%"
"25.10.2018","36,62","37,12","36,62","36,62","","-0,35%"
"24.10.2018","36,75","37,25","36,75","36,75","","-0,35%"
"23.10.2018","36,88","37,12","36,88","36,88","","1,37%"
"22.10.2018","36,38","36,88","36,38","36,38","","-1,01%"
"19.10.2018","36,75","37,25","36,75","36,75","","-1,00%"
"18.10.2018","37,12","37,12","37,12","37,12","","0,65%"
"17.10.2018","36,88","37,38","36,88","36,88","","0,00%"
"16.10.2018","36,88","37,88","36,88","36,88","","-1,65%"
"12.10.2018","37,50","37,75","37,50","37,50","","0,67%"
"11.10.2018","37,25","37,75","37,25","37,25","","0,00%"
"10.10.2018","37,25","37,75","37,25","37,25","","0,00%"
"09.10.2018","37,25","37,75","37,25","37,25","","-0,98%"
"08.10.2018","37,62","38,38","37,62","37,62","","-0,34%"
"05.10.2018","37,75","38,75","37,75","37,75","","0,00%"
"04.10.2018","37,75","38,75","37,75","37,75","","-1,31%"
"03.10.2018","38,25","38,25","38,25","38,25","","0,00%"
"02.10.2018","38,25","38,25","38,25","38,25","","-0,34%"
"01.10.2018","38,38","40,12","38,38","38,38","","-2,84%"
"28.09.2018","39,50","39,75","39,50","39,50","","2,92%"
"27.09.2018","38,38","38,88","38,38","38,38","","0,68%"
"26.09.2018","38,12","39,12","38,12","38,12","","0,00%"
"25.09.2018","38,12","38,38","38,12","38,12","","0,00%"
"24.09.2018","38,12","38,38","38,12","38,12","","0,00%"
"21.09.2018","38,12","40,62","38,12","38,12","","-1,29%"
"20.09.2018","38,62","40,62","38,62","38,62","","-0,34%"
"19.09.2018","38,75","40,75","38,75","38,75","","-1,90%"
